SalesID,OrderDate,StoreID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount
S01987,2023-06-18,ST02,C0108,P037,3,142.97,0.1,386.02,27.78
S01988,2023-02-20,ST05,C0110,P029,1,106.78,0.0,106.78,53.26
S01989,2023-11-14,ST06,C0175,P013,4,87.68,0.05,333.18,164.44
S01990,2023-05-13,ST08,C0189,P004,5,112.08,0.1,504.36,59.45
S01991,2023-01-30,ST06,C0128,P030,3,128.97,0.0,386.91,40.83
S01992,2024-06-10,ST02,C0112,P011,5,96.17,0.15,408.72,228.75
S01993,2024-07-03,ST05,C0062,P002,2,87.83,0.0,175.66,56.54
S01994,2023-10-29,ST07,C0054,P031,6,145.67,0.0,874.02,77.64
S01995,2023-03-21,ST04,C0187,P030,2,128.97,0.0,257.94,27.22
S01996,2023-04-10,ST03,C0046,P046,6,33.17,0.0,199.02,306.54
S01997,2025-06-24,ST02,C0027,P031,1,145.67,0.05,138.39,12.94
S01998,2023-05-27,ST08,C0167,P024,4,52.66,0.1,189.58,170.72
S01999,2023-09-17,ST02,C0126,P008,4,103.99,0.0,415.96,195.56
S02000,2024-08-25,ST05,C0200,P004,2,112.08,0.1,201.74,23.78
S02001,2024-09-29,ST02,C0096,P035,3,24.85,0.0,74.55,158.7
S02002,2024-06-05,ST04,C0104,P036,1,23.33,0.0,23.33,42.79
S02003,2024-05-27,ST07,C0027,P012,5,107.39,0.0,536.95,155.3
S02004,2025-05-30,ST03,C0150,P014,2,97.8,0.0,195.6,96.26
S02005,2024-11-13,ST07,C0192,P012,5,107.39,0.1,483.26,155.3
S02006,2023-11-25,ST05,C0025,P001,2,144.68,0.15,245.96,44.96
S02007,2023-02-02,ST08,C0069,P026,1,48.78,0.0,48.78,38.46
S02008,2024-12-01,ST01,C0140,P028,1,93.53,0.05,88.85,39.55
S02009,2023-10-22,ST01,C0195,P030,2,128.97,0.0,257.94,27.22
S02010,2025-03-28,ST08,C0050,P026,1,48.78,0.0,48.78,38.46
S02011,2025-01-17,ST01,C0003,P044,3,63.39,0.1,171.15,157.65
S02012,2024-11-21,ST03,C0054,P013,4,87.68,0.05,333.18,164.44
S02013,2025-02-07,ST05,C0065,P012,4,107.39,0.1,386.6,124.24
S02014,2023-03-01,ST08,C0029,P015,2,36.23,0.1,65.21,47.08
S02015,2024-03-04,ST07,C0114,P018,2,75.37,0.1,135.67,81.2
S02016,2023-04-22,ST04,C0139,P001,5,144.68,0.0,723.4,112.4
S02017,2025-02-21,ST06,C0102,P048,3,131.28,0.0,393.84,55.53
S02018,2023-10-27,ST06,C0090,P011,1,96.17,0.15,81.74,45.75
S02019,2024-01-12,ST04,C0057,P039,2,108.79,0.05,206.7,53.3
S02020,2023-07-11,ST08,C0041,P045,2,128.71,0.1,231.68,92.94
S02021,2023-07-10,ST02,C0041,P006,4,38.24,0.0,152.96,189.08
S02022,2023-02-23,ST01,C0167,P023,3,103.23,0.1,278.72,165.15
S02023,2024-06-04,ST03,C0016,P028,4,93.53,0.15,318.0,158.2
S02024,2025-06-11,ST07,C0116,P027,6,121.52,0.0,729.12,80.46
S02025,2024-04-26,ST03,C0117,P011,5,96.17,0.15,408.72,228.75
S02026,2023-03-21,ST04,C0092,P020,5,98.43,0.05,467.54,299.4
S02027,2024-10-21,ST06,C0160,P017,1,25.33,0.05,24.06,57.37
S02028,2024-07-04,ST07,C0001,P047,3,84.64,0.0,253.92,72.81
S02029,2024-12-19,ST08,C0192,P027,3,121.52,0.05,346.33,40.23
S02030,2024-10-05,ST01,C0044,P002,5,87.83,0.0,439.15,141.35
S02031,2024-01-25,ST02,C0184,P043,5,121.53,0.0,607.65,235.85
S02032,2025-02-11,ST03,C0012,P039,2,108.79,0.0,217.58,53.3
S02033,2023-08-25,ST05,C0199,P024,2,52.66,0.1,94.79,85.36
S02034,2024-06-07,ST05,C0072,P003,5,37.7,0.1,169.65,161.7
S02035,2024-07-21,ST04,C0150,P003,2,37.7,0.0,75.4,64.68
S02036,2025-04-24,ST04,C0050,P023,2,103.23,0.0,206.46,110.1
S02037,2024-07-13,ST04,C0043,P001,3,144.68,0.0,434.04,67.44
S02038,2024-03-28,ST06,C0040,P003,6,37.7,0.0,226.2,194.04
S02039,2024-10-26,ST02,C0016,P023,5,103.23,0.15,438.73,275.25
S02040,2024-03-29,ST05,C0087,P015,3,36.23,0.15,92.39,70.62
S02041,2025-01-06,ST04,C0009,P044,4,63.39,0.1,228.2,210.2
S02042,2025-03-16,ST05,C0142,P033,6,113.38,0.0,680.28,302.34
S02043,2023-08-01,ST04,C0050,P040,2,121.88,0.0,243.76,44.76
S02044,2023-09-22,ST07,C0064,P019,2,49.2,0.1,88.56,94.88
S02045,2023-06-26,ST01,C0034,P028,5,93.53,0.0,467.65,197.75
S02046,2023-04-18,ST04,C0145,P023,1,103.23,0.0,103.23,55.05
S02047,2024-02-28,ST05,C0193,P018,1,75.37,0.0,75.37,40.6
S02048,2024-12-26,ST08,C0015,P038,3,124.25,0.1,335.48,167.61
S02049,2024-11-02,ST03,C0081,P026,1,48.78,0.0,48.78,38.46
S02050,2023-07-08,ST08,C0063,P010,4,55.91,0.0,223.64,232.36
S02051,2024-07-14,ST08,C0124,P005,3,99.71,0.1,269.22,168.0
S02052,2024-01-13,ST03,C0072,P024,1,52.66,0.0,52.66,42.68
S02053,2023-02-11,ST05,C0047,P025,6,112.7,0.0,676.2,52.02
S02054,2023-11-15,ST08,C0053,P037,3,142.97,0.1,386.02,27.78
S02055,2025-01-04,ST03,C0151,P007,2,124.91,0.05,237.33,95.52
S02056,2023-07-13,ST04,C0020,P029,1,106.78,0.05,101.44,53.26
S02057,2024-08-06,ST07,C0060,P024,2,52.66,0.05,100.05,85.36
S02058,2024-09-20,ST06,C0122,P018,2,75.37,0.15,128.13,81.2
S02059,2023-08-20,ST07,C0162,P033,3,113.38,0.05,323.13,151.17
S02060,2023-03-03,ST01,C0037,P007,5,124.91,0.05,593.32,238.8
S02061,2023-10-01,ST04,C0115,P008,1,103.99,0.0,103.99,48.89
S02062,2024-05-16,ST03,C0152,P037,6,142.97,0.15,729.15,55.56
S02063,2024-11-29,ST06,C0069,P035,2,24.85,0.0,49.7,105.8
S02064,2023-04-14,ST03,C0049,P004,6,112.08,0.0,672.48,71.34
S02065,2023-10-31,ST04,C0091,P005,3,99.71,0.0,299.13,168.0
S02066,2023-12-27,ST02,C0082,P001,3,144.68,0.0,434.04,67.44
S02067,2024-06-02,ST03,C0198,P047,1,84.64,0.1,76.18,24.27
S02068,2025-05-24,ST05,C0027,P041,2,102.52,0.15,174.28,88.7
S02069,2025-01-27,ST08,C0133,P004,4,112.08,0.1,403.49,47.56
S02070,2023-06-26,ST03,C0164,P030,3,128.97,0.05,367.56,40.83
S02071,2025-01-29,ST06,C0033,P039,6,108.79,0.15,554.83,159.9
S02072,2025-04-20,ST03,C0034,P017,1,25.33,0.1,22.8,57.37
S02073,2024-03-12,ST05,C0061,P035,6,24.85,0.15,126.74,317.4
S02074,2024-03-08,ST02,C0180,P021,5,130.5,0.0,652.5,102.75
S02075,2023-02-02,ST05,C0002,P048,5,131.28,0.05,623.58,92.55
S02076,2023-05-04,ST07,C0011,P032,4,112.21,0.15,381.51,152.68
S02077,2023-05-22,ST04,C0148,P025,2,112.7,0.0,225.4,17.34
S02078,2024-02-24,ST07,C0044,P049,3,76.91,0.0,230.73,76.56
S02079,2025-02-27,ST01,C0159,P023,2,103.23,0.0,206.46,110.1
S02080,2025-03-27,ST05,C0184,P030,4,128.97,0.0,515.88,54.44
S02081,2024-02-26,ST06,C0134,P004,6,112.08,0.1,605.23,71.34
S02082,2025-01-11,ST04,C0189,P023,6,103.23,0.1,557.44,330.3
S02083,2025-04-25,ST06,C0199,P011,6,96.17,0.05,548.17,274.5
S02084,2023-02-21,ST03,C0123,P046,4,33.17,0.0,132.68,204.36
S02085,2024-04-19,ST05,C0190,P002,4,87.83,0.05,333.75,113.08
S02086,2024-05-29,ST03,C0169,P009,3,128.46,0.0,385.38,54.18
S02087,2024-09-09,ST06,C0200,P014,6,97.8,0.0,586.8,288.78
S02088,2024-05-20,ST07,C0150,P006,2,38.24,0.1,68.83,94.54
S02089,2023-01-18,ST03,C0045,P011,3,96.17,0.0,288.51,137.25
S02090,2024-06-10,ST03,C0028,P049,3,76.91,0.15,196.12,76.56
S02091,2023-10-30,ST07,C0163,P043,2,121.53,0.0,243.06,94.34
S02092,2025-04-14,ST07,C0045,P029,2,106.78,0.1,192.2,106.52
S02093,2024-12-25,ST03,C0065,P049,6,76.91,0.0,461.46,153.12
S02094,2023-03-02,ST03,C0044,P006,2,38.24,0.0,76.48,94.54
S02095,2023-05-17,ST03,C0074,P006,5,38.24,0.0,191.2,236.35
S02096,2025-02-04,ST07,C0156,P001,4,144.68,0.0,578.72,89.92
S02097,2023-11-05,ST01,C0114,P045,2,128.71,0.05,244.55,92.94
S02098,2023-12-08,ST05,C0001,P026,3,48.78,0.0,146.34,115.38
S02099,2024-05-01,ST07,C0093,P038,2,124.25,0.0,248.5,111.74
S02100,2023-06-01,ST05,C0123,P005,6,99.71,0.0,598.26,336.0
S02101,2024-07-05,ST04,C0184,P002,5,87.83,0.0,439.15,141.35
S02102,2023-06-20,ST02,C0189,P004,5,112.08,0.0,560.4,59.45
S02103,2023-04-17,ST04,C0095,P016,5,134.43,0.1,604.94,79.95
S02104,2024-12-13,ST03,C0035,P012,3,107.39,0.05,306.06,93.18
S02105,2023-10-08,ST04,C0023,P006,4,38.24,0.0,152.96,189.08
S02106,2025-02-20,ST07,C0012,P045,1,128.71,0.1,115.84,46.47
S02107,2024-10-08,ST08,C0119,P010,6,55.91,0.0,335.46,348.54
S02108,2023-09-05,ST05,C0103,P021,4,130.5,0.0,522.0,82.2
S02109,2023-03-21,ST07,C0192,P044,1,63.39,0.05,60.22,52.55
S02110,2025-03-09,ST07,C0034,P028,3,93.53,0.0,280.59,118.65
S02111,2023-12-05,ST06,C0135,P046,1,33.17,0.0,33.17,51.09
S02112,2025-01-25,ST04,C0084,P037,4,142.97,0.0,571.88,37.04
S02113,2023-10-03,ST07,C0070,P013,1,87.68,0.05,83.3,41.11
S02114,2024-04-23,ST03,C0169,P028,2,93.53,0.15,159.0,79.1
S02115,2023-06-09,ST04,C0053,P008,4,103.99,0.0,415.96,195.56
S02116,2023-12-07,ST05,C0165,P001,3,144.68,0.15,368.93,67.44
S02117,2023-02-04,ST05,C0112,P006,2,38.24,0.0,76.48,94.54
S02118,2023-07-04,ST07,C0026,P046,3,33.17,0.0,99.51,153.27
S02119,2023-03-26,ST04,C0030,P019,4,49.2,0.0,196.8,189.76
S02120,2024-04-05,ST07,C0121,P030,5,128.97,0.0,644.85,68.05
S02121,2024-12-28,ST01,C0108,P031,4,145.67,0.15,495.28,51.76
S02122,2025-04-04,ST05,C0065,P014,2,97.8,0.1,176.04,96.26
S02123,2023-05-21,ST07,C0072,P003,1,37.7,0.05,35.81,32.34
S02124,2023-11-06,ST02,C0088,P021,5,130.5,0.1,587.25,102.75
S02125,2024-03-16,ST02,C0006,P029,4,106.78,0.1,384.41,213.04
S02126,2025-03-07,ST04,C0145,P040,2,121.88,0.0,243.76,44.76
S02127,2023-10-10,ST01,C0047,P045,2,128.71,0.0,257.42,92.94
S02128,2023-10-26,ST08,C0057,P036,3,23.33,0.0,69.99,128.37
S02129,2024-12-01,ST02,C0069,P050,4,61.96,0.0,247.84,231.52
S02130,2023-03-31,ST06,C0069,P015,4,36.23,0.0,144.92,94.16
S02131,2025-06-13,ST07,C0129,P013,5,87.68,0.0,438.4,205.55
S02132,2024-04-15,ST01,C0146,P029,2,106.78,0.0,213.56,106.52
S02133,2025-06-23,ST06,C0198,P019,6,49.2,0.0,295.2,284.64
S02134,2023-07-06,ST03,C0195,P025,4,112.7,0.1,405.72,34.68
S02135,2023-02-03,ST05,C0011,P037,6,142.97,0.05,814.93,55.56
S02136,2023-12-20,ST07,C0051,P012,6,107.39,0.15,547.69,186.36
S02137,2025-02-26,ST01,C0017,P018,1,75.37,0.1,67.83,40.6
S02138,2023-04-16,ST06,C0059,P022,6,102.95,0.0,617.7,179.58
S02139,2023-10-11,ST05,C0190,P031,2,145.67,0.0,291.34,25.88
S02140,2023-02-10,ST05,C0186,P026,2,48.78,0.0,97.56,76.92
S02141,2025-02-11,ST01,C0152,P050,1,61.96,0.1,55.76,57.88
S02142,2025-03-05,ST08,C0057,P050,5,61.96,0.0,309.8,289.4
S02143,2023-10-31,ST07,C0173,P017,1,25.33,0.0,25.33,57.37
S02144,2025-03-21,ST07,C0166,P032,6,112.21,0.0,673.26,229.02
S02145,2023-04-04,ST08,C0057,P019,5,49.2,0.1,221.4,237.2
S02146,2024-11-28,ST04,C0071,P017,4,25.33,0.0,101.32,229.48
S02147,2024-11-10,ST07,C0187,P026,1,48.78,0.1,43.9,38.46
S02148,2023-01-21,ST06,C0116,P049,4,76.91,0.0,307.64,102.08
S02149,2024-11-21,ST03,C0120,P027,6,121.52,0.05,692.66,80.46
S02150,2024-08-04,ST07,C0060,P049,5,76.91,0.0,384.55,127.6
S02151,2023-07-11,ST05,C0169,P024,6,52.66,0.0,315.96,256.08
S02152,2023-07-02,ST01,C0096,P034,1,77.23,0.0,77.23,41.65
S02153,2023-09-19,ST03,C0122,P029,5,106.78,0.0,533.9,266.3
S02154,2024-04-29,ST05,C0199,P001,3,144.68,0.0,434.04,67.44
S02155,2024-12-05,ST07,C0117,P045,1,128.71,0.0,128.71,46.47
S02156,2024-09-03,ST07,C0094,P016,4,134.43,0.0,537.72,63.96
S02157,2023-09-06,ST04,C0010,P022,6,102.95,0.0,617.7,179.58
S02158,2023-05-24,ST07,C0069,P029,5,106.78,0.1,480.51,266.3
S02159,2023-04-15,ST01,C0055,P016,4,134.43,0.05,510.83,63.96
S02160,2025-05-23,ST04,C0113,P042,1,132.25,0.05,125.64,37.04
S02161,2024-05-24,ST02,C0180,P031,5,145.67,0.0,728.35,64.7
S02162,2023-04-04,ST03,C0189,P012,4,107.39,0.05,408.08,124.24
S02163,2024-05-09,ST05,C0148,P031,1,145.67,0.1,131.1,12.94
S02164,2024-05-15,ST08,C0198,P002,5,87.83,0.15,373.28,141.35
S02165,2023-09-04,ST06,C0111,P033,2,113.38,0.1,204.08,100.78
S02166,2025-05-09,ST01,C0085,P049,4,76.91,0.05,292.26,102.08
S02167,2025-01-02,ST07,C0053,P049,2,76.91,0.0,153.82,51.04
S02168,2024-06-06,ST08,C0044,P044,4,63.39,0.0,253.56,210.2
S02169,2023-06-06,ST06,C0081,P048,1,131.28,0.15,111.59,18.51
S02170,2023-10-11,ST03,C0078,P041,2,102.52,0.0,205.04,88.7
S02171,2025-03-23,ST01,C0117,P045,3,128.71,0.15,328.21,139.41
S02172,2024-05-07,ST02,C0109,P036,5,23.33,0.05,110.82,213.95
S02173,2023-02-16,ST08,C0186,P044,1,63.39,0.05,60.22,52.55
S02174,2023-01-27,ST03,C0053,P026,1,48.78,0.0,48.78,38.46
S02175,2025-04-02,ST03,C0196,P026,5,48.78,0.15,207.31,192.3
S02176,2023-02-15,ST04,C0122,P001,5,144.68,0.1,651.06,112.4
S02177,2023-12-16,ST02,C0197,P012,6,107.39,0.1,579.91,186.36
S02178,2023-03-20,ST08,C0041,P035,1,24.85,0.1,22.37,52.9
S02179,2023-12-24,ST06,C0108,P010,2,55.91,0.0,111.82,116.18
S02180,2024-10-03,ST08,C0024,P030,6,128.97,0.0,773.82,81.66
S02181,2025-03-22,ST05,C0109,P035,5,24.85,0.0,124.25,264.5
S02182,2024-07-27,ST05,C0104,P011,2,96.17,0.0,192.34,91.5
S02183,2024-09-20,ST04,C0184,P014,1,97.8,0.15,83.13,48.13
S02184,2024-02-11,ST06,C0061,P050,3,61.96,0.15,158.0,173.64
S02185,2023-11-20,ST01,C0154,P041,1,102.52,0.0,102.52,44.35
S02186,2023-10-30,ST07,C0199,P023,4,103.23,0.0,412.92,220.2
S02187,2023-06-30,ST03,C0154,P025,1,112.7,0.1,101.43,8.67
S02188,2024-11-21,ST08,C0138,P022,2,102.95,0.0,205.9,59.86
S02189,2025-01-07,ST03,C0067,P024,3,52.66,0.0,157.98,128.04
S02190,2023-03-13,ST05,C0132,P036,6,23.33,0.0,139.98,256.74
S02191,2025-04-20,ST03,C0179,P004,6,112.08,0.15,571.61,71.34
S02192,2024-11-27,ST08,C0020,P048,6,131.28,0.1,708.91,111.06
S02193,2024-06-01,ST08,C0107,P008,5,103.99,0.0,519.95,244.45
S02194,2023-03-26,ST07,C0163,P025,6,112.7,0.0,676.2,52.02
S02195,2024-12-31,ST02,C0057,P043,3,121.53,0.15,309.9,141.51
S02196,2024-09-28,ST01,C0149,P034,1,77.23,0.05,73.37,41.65
S02197,2023-03-30,ST03,C0065,P042,6,132.25,0.1,714.15,222.24
S02198,2023-10-10,ST01,C0085,P006,2,38.24,0.05,72.66,94.54
S02199,2024-08-10,ST02,C0012,P050,4,61.96,0.0,247.84,231.52
S02200,2024-11-29,ST07,C0040,P039,6,108.79,0.0,652.74,159.9
S02201,2024-03-04,ST01,C0115,P003,2,37.7,0.0,75.4,64.68
S02202,2025-05-13,ST01,C0162,P033,5,113.38,0.15,481.86,251.95
S02203,2023-05-11,ST03,C0117,P005,4,99.71,0.0,398.84,224.0
S02204,2025-03-26,ST07,C0043,P034,5,77.23,0.0,386.15,208.25
S02205,2023-08-24,ST05,C0198,P042,3,132.25,0.1,357.07,111.12
S02206,2023-11-28,ST01,C0193,P021,6,130.5,0.0,783.0,123.3
S02207,2023-06-17,ST06,C0038,P030,5,128.97,0.0,644.85,68.05
S02208,2025-04-15,ST08,C0166,P042,6,132.25,0.0,793.5,222.24
S02209,2023-10-28,ST07,C0020,P006,5,38.24,0.0,191.2,236.35
S02210,2025-02-23,ST02,C0152,P028,6,93.53,0.1,505.06,237.3
S02211,2023-10-23,ST03,C0029,P025,4,112.7,0.05,428.26,34.68
S02212,2024-03-20,ST01,C0034,P026,5,48.78,0.0,243.9,192.3
S02213,2023-03-01,ST01,C0035,P034,2,77.23,0.1,139.01,83.3
S02214,2023-04-13,ST01,C0117,P008,6,103.99,0.0,623.94,293.34
S02215,2024-03-12,ST05,C0050,P027,3,121.52,0.0,364.56,40.23
S02216,2025-02-09,ST07,C0084,P014,6,97.8,0.15,498.78,288.78
S02217,2023-09-15,ST05,C0165,P012,3,107.39,0.1,289.95,93.18
S02218,2023-11-14,ST01,C0125,P044,1,63.39,0.0,63.39,52.55
S02219,2024-06-07,ST05,C0189,P001,6,144.68,0.15,737.87,134.88
S02220,2024-04-07,ST03,C0077,P010,6,55.91,0.0,335.46,348.54
S02221,2024-01-05,ST01,C0105,P014,5,97.8,0.0,489.0,240.65
S02222,2024-10-12,ST08,C0058,P010,3,55.91,0.0,167.73,174.27
S02223,2023-04-08,ST05,C0047,P001,5,144.68,0.05,687.23,112.4
S02224,2024-05-21,ST01,C0181,P026,2,48.78,0.1,87.8,76.92
S02225,2023-03-06,ST08,C0167,P025,1,112.7,0.0,112.7,8.67
S02226,2023-10-03,ST04,C0076,P049,4,76.91,0.0,307.64,102.08
S02227,2024-02-24,ST05,C0196,P009,1,128.46,0.0,128.46,18.06
S02228,2024-06-21,ST07,C0057,P023,3,103.23,0.1,278.72,165.15
S02229,2023-08-06,ST08,C0021,P049,3,76.91,0.0,230.73,76.56
S02230,2023-08-11,ST04,C0005,P044,4,63.39,0.15,215.53,210.2
S02231,2023-05-25,ST03,C0131,P018,1,75.37,0.0,75.37,40.6
S02232,2024-03-15,ST08,C0146,P046,4,33.17,0.0,132.68,204.36
S02233,2023-03-02,ST05,C0095,P034,6,77.23,0.05,440.21,249.9
S02234,2023-07-09,ST04,C0039,P027,2,121.52,0.0,243.04,26.82
S02235,2024-09-24,ST07,C0010,P028,4,93.53,0.05,355.41,158.2
S02236,2024-01-28,ST07,C0199,P039,3,108.79,0.1,293.73,79.95
S02237,2025-06-11,ST06,C0034,P005,5,99.71,0.0,498.55,280.0
S02238,2024-05-31,ST03,C0125,P037,2,142.97,0.15,243.05,18.52
S02239,2023-11-08,ST03,C0066,P004,5,112.08,0.1,504.36,59.45
S02240,2024-09-24,ST03,C0048,P025,4,112.7,0.1,405.72,34.68
S02241,2023-06-07,ST01,C0033,P040,4,121.88,0.05,463.14,89.52
S02242,2024-09-02,ST08,C0019,P026,5,48.78,0.1,219.51,192.3
S02243,2024-11-04,ST04,C0046,P027,3,121.52,0.05,346.33,40.23
S02244,2024-10-10,ST03,C0152,P040,5,121.88,0.15,517.99,111.9
S02245,2025-02-01,ST04,C0188,P039,2,108.79,0.0,217.58,53.3
S02246,2023-04-15,ST08,C0142,P049,4,76.91,0.1,276.88,102.08
S02247,2024-06-27,ST08,C0119,P033,4,113.38,0.1,408.17,201.56
S02248,2023-10-24,ST07,C0096,P012,1,107.39,0.0,107.39,31.06
S02249,2023-03-30,ST05,C0064,P008,5,103.99,0.0,519.95,244.45
S02250,2024-02-10,ST05,C0134,P004,5,112.08,0.0,560.4,59.45
S02251,2023-10-08,ST04,C0084,P007,5,124.91,0.1,562.1,238.8
S02252,2024-01-05,ST02,C0049,P048,2,131.28,0.0,262.56,37.02
S02253,2024-06-29,ST01,C0003,P026,1,48.78,0.0,48.78,38.46
S02254,2024-09-16,ST01,C0077,P019,6,49.2,0.15,250.92,284.64
S02255,2024-06-27,ST07,C0120,P045,2,128.71,0.1,231.68,92.94
S02256,2025-01-16,ST02,C0192,P047,3,84.64,0.15,215.83,72.81
S02257,2023-10-26,ST04,C0170,P042,1,132.25,0.0,132.25,37.04
S02258,2024-08-10,ST02,C0145,P047,2,84.64,0.0,169.28,48.54
S02259,2023-02-26,ST04,C0005,P008,5,103.99,0.1,467.95,244.45
S02260,2023-07-18,ST03,C0083,P032,6,112.21,0.1,605.93,229.02
S02261,2023-05-07,ST01,C0034,P031,5,145.67,0.1,655.51,64.7
S02262,2024-06-13,ST06,C0112,P035,6,24.85,0.05,141.65,317.4
S02263,2024-11-18,ST03,C0041,P020,3,98.43,0.0,295.29,179.64
S02264,2025-01-07,ST03,C0159,P022,1,102.95,0.1,92.66,29.93
S02265,2024-11-20,ST06,C0060,P012,2,107.39,0.0,214.78,62.12
S02266,2024-08-25,ST07,C0125,P037,4,142.97,0.1,514.69,37.04
S02267,2024-02-17,ST05,C0160,P007,5,124.91,0.1,562.1,238.8
S02268,2023-09-23,ST01,C0033,P026,6,48.78,0.0,292.68,230.76
S02269,2024-07-14,ST03,C0137,P026,1,48.78,0.0,48.78,38.46
S02270,2024-02-12,ST06,C0169,P031,2,145.67,0.15,247.64,25.88
S02271,2023-07-07,ST07,C0115,P001,4,144.68,0.0,578.72,89.92
S02272,2025-03-10,ST06,C0111,P034,4,77.23,0.0,308.92,166.6
S02273,2023-10-01,ST05,C0196,P049,1,76.91,0.0,76.91,25.52
S02274,2024-12-24,ST08,C0079,P016,3,134.43,0.0,403.29,47.97
S02275,2024-09-11,ST06,C0042,P046,2,33.17,0.0,66.34,102.18
S02276,2025-04-16,ST08,C0050,P043,6,121.53,0.1,656.26,283.02
S02277,2025-05-03,ST02,C0104,P021,1,130.5,0.0,130.5,20.55
S02278,2024-10-15,ST08,C0126,P032,2,112.21,0.15,190.76,76.34
S02279,2025-04-13,ST08,C0019,P011,3,96.17,0.0,288.51,137.25
S02280,2025-06-21,ST02,C0108,P015,5,36.23,0.15,153.98,117.7
S02281,2024-06-14,ST03,C0012,P012,6,107.39,0.0,644.34,186.36
S02282,2024-07-11,ST02,C0191,P040,5,121.88,0.0,609.4,111.9
S02283,2024-04-09,ST04,C0124,P034,2,77.23,0.05,146.74,83.3
S02284,2025-02-11,ST05,C0049,P003,6,37.7,0.0,226.2,194.04
S02285,2025-02-15,ST05,C0080,P019,4,49.2,0.0,196.8,189.76
S02286,2023-02-26,ST01,C0156,P036,3,23.33,0.05,66.49,128.37
S02287,2025-03-31,ST08,C0007,P028,6,93.53,0.1,505.06,237.3
S02288,2025-05-31,ST04,C0033,P027,3,121.52,0.0,364.56,40.23
S02289,2023-01-01,ST08,C0178,P001,4,144.68,0.0,578.72,89.92
S02290,2024-05-25,ST02,C0200,P005,4,99.71,0.15,339.01,224.0
S02291,2025-06-10,ST06,C0177,P003,1,37.7,0.05,35.81,32.34
S02292,2023-04-10,ST03,C0062,P045,5,128.71,0.1,579.2,232.35
S02293,2023-09-15,ST05,C0021,P023,3,103.23,0.05,294.21,165.15
S02294,2023-01-29,ST01,C0066,P013,5,87.68,0.0,438.4,205.55
S02295,2024-01-29,ST01,C0091,P036,3,23.33,0.0,69.99,128.37
S02296,2024-06-21,ST02,C0190,P035,6,24.85,0.15,126.74,317.4
S02297,2024-07-23,ST08,C0083,P007,3,124.91,0.0,374.73,143.28
S02298,2024-10-10,ST07,C0159,P046,6,33.17,0.0,199.02,306.54
S02299,2024-01-05,ST02,C0155,P016,4,134.43,0.0,537.72,63.96
S02300,2024-02-01,ST08,C0126,P042,1,132.25,0.0,132.25,37.04
S02301,2023-07-12,ST04,C0003,P019,1,49.2,0.15,41.82,47.44
S02302,2023-06-07,ST05,C0082,P020,1,98.43,0.1,88.59,59.88
S02303,2023-05-07,ST04,C0005,P018,5,75.37,0.15,320.32,203.0
S02304,2024-05-20,ST03,C0039,P035,1,24.85,0.1,22.37,52.9
S02305,2025-02-07,ST04,C0175,P002,5,87.83,0.05,417.19,141.35
S02306,2023-11-25,ST03,C0197,P026,6,48.78,0.15,248.78,230.76
S02307,2024-01-16,ST06,C0062,P003,5,37.7,0.1,169.65,161.7
S02308,2023-09-20,ST05,C0176,P026,6,48.78,0.15,248.78,230.76
S02309,2025-03-06,ST08,C0006,P048,5,131.28,0.1,590.76,92.55
S02310,2023-04-25,ST07,C0039,P001,3,144.68,0.0,434.04,67.44
S02311,2023-01-11,ST06,C0179,P039,1,108.79,0.05,103.35,26.65
S02312,2024-08-13,ST07,C0178,P019,6,49.2,0.1,265.68,284.64
S02313,2023-05-12,ST04,C0053,P014,3,97.8,0.15,249.39,144.39
S02314,2025-03-17,ST04,C0034,P027,1,121.52,0.0,121.52,13.41
S02315,2024-08-22,ST05,C0120,P039,3,108.79,0.0,326.37,79.95
S02316,2025-06-07,ST01,C0130,P033,4,113.38,0.05,430.84,201.56
S02317,2023-05-04,ST08,C0130,P003,1,37.7,0.1,33.93,32.34
S02318,2023-05-06,ST02,C0011,P011,5,96.17,0.15,408.72,228.75
S02319,2025-01-04,ST05,C0024,P040,2,121.88,0.0,243.76,44.76
S02320,2025-02-22,ST03,C0052,P006,4,38.24,0.05,145.31,189.08
S02321,2025-03-25,ST06,C0025,P007,5,124.91,0.0,624.55,238.8
S02322,2024-09-25,ST01,C0087,P036,3,23.33,0.0,69.99,128.37
S02323,2025-04-27,ST03,C0062,P026,6,48.78,0.0,292.68,230.76
S02324,2024-07-21,ST07,C0153,P008,1,103.99,0.0,103.99,48.89
S02325,2024-02-18,ST03,C0176,P030,2,128.97,0.0,257.94,27.22
S02326,2024-01-22,ST08,C0058,P021,6,130.5,0.0,783.0,123.3
S02327,2025-01-17,ST05,C0123,P031,3,145.67,0.15,371.46,38.82
S02328,2023-12-17,ST08,C0076,P018,6,75.37,0.15,384.39,243.6
S02329,2023-07-25,ST03,C0137,P004,6,112.08,0.0,672.48,71.34
S02330,2024-01-22,ST02,C0114,P006,3,38.24,0.05,108.98,141.81
S02331,2023-01-07,ST06,C0019,P048,6,131.28,0.0,787.68,111.06
S02332,2024-03-29,ST07,C0070,P037,4,142.97,0.05,543.29,37.04
S02333,2024-10-27,ST07,C0034,P027,2,121.52,0.0,243.04,26.82
S02334,2024-10-10,ST07,C0180,P021,1,130.5,0.0,130.5,20.55
