Date,Year,Quarter,Month,MonthName,MonthYear,Week,DayName,IsWeekend
2025-07-18,2025,3,7,July,2025-07,29,Friday,0
2025-07-19,2025,3,7,July,2025-07,29,Saturday,1
2025-07-20,2025,3,7,July,2025-07,29,Sunday,1
2025-07-21,2025,3,7,July,2025-07,30,Monday,0
2025-07-22,2025,3,7,July,2025-07,30,Tuesday,0
2025-07-23,2025,3,7,July,2025-07,30,Wednesday,0
2025-07-24,2025,3,7,July,2025-07,30,Thursday,0
2025-07-25,2025,3,7,July,2025-07,30,Friday,0
2025-07-26,2025,3,7,July,2025-07,30,Saturday,1
2025-07-27,2025,3,7,July,2025-07,30,Sunday,1
2025-07-28,2025,3,7,July,2025-07,31,Monday,0
2025-07-29,2025,3,7,July,2025-07,31,Tuesday,0
2025-07-30,2025,3,7,July,2025-07,31,Wednesday,0
2025-07-31,2025,3,7,July,2025-07,31,Thursday,0
2025-08-01,2025,3,8,August,2025-08,31,Friday,0
2025-08-02,2025,3,8,August,2025-08,31,Saturday,1
2025-08-03,2025,3,8,August,2025-08,31,Sunday,1
2025-08-04,2025,3,8,August,2025-08,32,Monday,0
2025-08-05,2025,3,8,August,2025-08,32,Tuesday,0
2025-08-06,2025,3,8,August,2025-08,32,Wednesday,0
2025-08-07,2025,3,8,August,2025-08,32,Thursday,0
2025-08-08,2025,3,8,August,2025-08,32,Friday,0
2025-08-09,2025,3,8,August,2025-08,32,Saturday,1
2025-08-10,2025,3,8,August,2025-08,32,Sunday,1
2025-08-11,2025,3,8,August,2025-08,33,Monday,0
2025-08-12,2025,3,8,August,2025-08,33,Tuesday,0
2025-08-13,2025,3,8,August,2025-08,33,Wednesday,0
2025-08-14,2025,3,8,August,2025-08,33,Thursday,0
2025-08-15,2025,3,8,August,2025-08,33,Friday,0
2025-08-16,2025,3,8,August,2025-08,33,Saturday,1
2025-08-17,2025,3,8,August,2025-08,33,Sunday,1
2025-08-18,2025,3,8,August,2025-08,34,Monday,0
2025-08-19,2025,3,8,August,2025-08,34,Tuesday,0
2025-08-20,2025,3,8,August,2025-08,34,Wednesday,0
2025-08-21,2025,3,8,August,2025-08,34,Thursday,0
2025-08-22,2025,3,8,August,2025-08,34,Friday,0
2025-08-23,2025,3,8,August,2025-08,34,Saturday,1
2025-08-24,2025,3,8,August,2025-08,34,Sunday,1
2025-08-25,2025,3,8,August,2025-08,35,Monday,0
2025-08-26,2025,3,8,August,2025-08,35,Tuesday,0
2025-08-27,2025,3,8,August,2025-08,35,Wednesday,0
2025-08-28,2025,3,8,August,2025-08,35,Thursday,0
2025-08-29,2025,3,8,August,2025-08,35,Friday,0
2025-08-30,2025,3,8,August,2025-08,35,Saturday,1
2025-08-31,2025,3,8,August,2025-08,35,Sunday,1
